"Model","StateNum","Probability.Cut.Off","Granularity","Window.Size","Sample.Size","BinNum","Avg.Cycle.Usage1","Avg.Cycle.Usage2","Survival.Rate","Correctly.Scheduled","Correctly.Unscheduled"
"AR1_logistic_lm",0,0.005,0.78125,36,100,1000,0.178921672569988,0.133391735114689,0.806311685577324,0.89873417721519,0.885359894756625
"AR1_logistic_lm",0,0.01,0.78125,36,100,500,0.183127971033651,0.1361706040826,0.789731959482196,0.869047619047619,0.885628291948834
"AR1_logistic_lm",0,0.01,0.78125,36,100,1000,0.199523332729815,0.14760424181879,0.800637188488743,0.869047619047619,0.885628291948834
"AR1_logistic_lm",0,0.1,0.78125,36,100,500,0.288869324426258,0.205192235079646,0.776286094810285,0.840277777777778,0.893455098934551
"AR1_logistic_lm",0,0.1,0.78125,36,100,1000,0.296675430976412,0.213862020233319,0.783166041936102,0.840277777777778,0.893455098934551
"AR1_logistic_lm",0,0.75,0.78125,36,100,500,0.402544888094389,0.273422513112308,0.580197565827692,0.609351432880845,0.941524171416508
"AR1_logistic_lm",0,0.75,0.78125,36,100,1000,0.406348270478947,0.275209427147131,0.577038391328793,0.609351432880845,0.941524171416508
"AR1_logistic_lm",0,0.005,1.5625,36,100,500,0.166133218206034,0.120922454352708,0.779218614445118,0.89873417721519,0.889682390528096
"AR1_logistic_lm",0,0.005,1.5625,36,100,1000,0.182808824463057,0.132223108690315,0.800530227594628,0.89873417721519,0.889682390528096
"AR1_logistic_lm",0,0.01,1.5625,36,100,500,0.187169416645038,0.134913685541973,0.784124492586802,0.869047619047619,0.889954853273138
"AR1_logistic_lm",0,0.01,1.5625,36,100,1000,0.204486493847866,0.146606468980468,0.795343016551844,0.869047619047619,0.889954853273138
"AR1_logistic_lm",0,0.1,1.5625,36,100,500,0.291673724410538,0.20426152012194,0.779144077955991,0.840277777777778,0.897831050228311
"AR1_logistic_lm",0,0.1,1.5625,36,100,1000,0.305442126829924,0.213114142595323,0.778564057422977,0.840277777777778,0.897831050228311
